13	32950910	32973805	BRCA2	22/28	2029	-5.705	0.279285836	99.323521184	99.523989446
7	73455568	73474473	ELN	6/33	1381	-5.680	0.280910941	99.146616938	99.393342643
X	8502491	8555847	KAL1	12/14	1148	-5.666	0.281781533	98.854359285	99.131149425
10	43596166	43609997	RET	3/20	1626	-5.639	0.283812913	99.275725696	99.353672678
7	73467630	73483365	ELN	19/33	1439	-5.620	0.285234880	98.793621000	99.125403519
X	7194124	7272851	STS	7/10	5352	-5.534	0.291270983	98.359166693	98.743126678
7	73469098	73483494	ELN	20/33	1505	-5.422	0.298787092	98.698146104	99.043683973
13	32969064	32973805	BRCA2	26/28	1266	-5.412	0.299483565	98.328115587	98.775483672
X	5811608	6146904	NLGN4X	5/6	2334	-5.374	0.301979261	99.413656451	99.510698412
X	8503848	8555894	KAL1	11/14	967	-5.359	0.303575346	98.557342397	98.839240008
2	121742316	121746996	GLI2	13/14	1556	-5.272	0.310714199	98.614133999	98.481165618
X	25023025	25034065	ARX	4/5	1666	-5.091	0.324672687	97.350876338	87.422212626
X	8522136	8700227	KAL1	8/14	1369	-5.086	0.325195042	98.716399511	98.790748047
16	2143091	2144142	PKD1	37/46	455	-5.048	0.328648389	96.914680847	95.888050025
16	2127723	2134487	TSC2	27/42	1311	-5.023	0.330128395	99.012226591	99.117568193
7	70252383	70257049	AUTS2	19/19	2352	-4.976	0.334075078	98.968000529	98.873773481
22	51113661	51137201	SHANK3	3/23	1393	-4.910	0.340401378	98.438767799	97.910231543
5	149748447	149754287	TCOF1	6/26	649	-4.894	0.341678246	97.731470035	97.986089104
9	127245281	127269709	NR5A1	6/7	1345	-4.811	0.349542591	98.476725600	98.015457066
X	13775906	13778681	OFD1	15/23	566	-4.799	0.350703380	97.727929628	98.231131665
X	14863355	14891184	FANCB	7/10	1825	-4.744	0.356275167	99.326539235	99.466385291
18	19749403	19761535	GATA6	2/7	1705	-4.735	0.357319877	97.899087968	97.187756462
13	32971166	32973805	BRCA2	27/28	1127	-4.728	0.358161450	98.023785728	98.491612719
X	7223223	7272851	STS	8/10	5210	-4.704	0.360250870	98.054633696	98.437171714
11	2549228	2870339	KCNQ1	3/16	2695	-4.676	0.363123823	99.128537650	98.999777129
16	2097465	2105440	TSC2	2/42	1155	-4.670	0.363704217	97.917950790	97.592639669
11	2466712	2870339	KCNQ1	2/16	2769	-4.630	0.368782669	99.201028923	99.084804924
11	2594208	2870339	KCNQ1	7/16	2235	-4.610	0.370610912	98.500840992	98.249472131
11	2604761	2869909	KCNQ1	8/16	1699	-4.586	0.373222687	98.297586836	97.985914986
2	121740453	121746764	GLI2	12/14	1598	-4.568	0.375137989	98.689498226	98.560853784
X	18646677	18671745	CDKL5	20/22	495	-4.562	0.375515245	97.411614623	97.919633934
2	16080685	16086028	MYCN	2/3	1504	-4.513	0.380013303	98.544718816	98.405511194
7	73461096	73474343	ELN	13/33	912	-4.450	0.386020386	98.513696730	98.880883314
11	2606517	2870339	KCNQ1	9/16	2038	-4.443	0.386978037	98.102022907	97.714087219
2	51149816	51259537	NRXN1	4/24	2243	-4.440	0.387326273	98.030750462	97.129600932
15	32404083	32461049	CHRNA7	9/10	1573	-4.438	0.387355293	97.801494632	97.158591638
2	51153086	51259537	NRXN1	3/24	2222	-4.393	0.392143548	97.997726014	97.142485690
X	48755856	48760419	PQBP1	2/6	798	-4.376	0.393971791	97.952048967	97.348815937
X	8536406	8700227	KAL1	7/14	1231	-4.358	0.396119250	98.488420549	98.522054411
16	2132492	2138050	TSC2	33/42	1209	-4.342	0.397396118	98.868027576	98.903170463
X	154130373	154157813	F8	18/26	1822	-4.335	0.398208670	99.488527342	99.625964761
13	78477710	78493903	EDNRB	2/8	941	-4.332	0.398585927	98.272281635	98.444890961
17	7574029	7590856	TP53	9/11	1197	-4.323	0.399601617	98.712917144	99.027839203
9	127253478	127269709	NR5A1	5/7	1222	-4.321	0.399833775	98.265491020	97.816004495
X	13779314	13787472	OFD1	18/23	920	-4.317	0.400269071	98.129997922	98.540539976
X	18664179	18671745	CDKL5	21/22	411	-4.295	0.402561629	97.130558583	97.653058737
16	2130351	2136360	TSC2	31/42	1254	-4.271	0.405956937	98.940663948	99.016115234
15	32323225	32461049	CHRNA7	4/10	1728	-4.254	0.408104397	98.176168305	97.669280764
X	48758508	48760419	PQBP1	3/6	752	-4.240	0.409439304	97.849028942	97.257258704
7	73471042	73483131	ELN	22/33	933	-4.227	0.411006369	98.328695981	98.686248017
X	152994857	153010216	ABCD1	3/10	2203	-4.223	0.411383626	98.564220072	98.186064031
X	14868791	14891184	FANCB	6/10	1606	-4.186	0.415243249	99.133761200	99.302336784
2	50850738	51259537	NRXN1	5/24	2293	-4.135	0.422527200	98.139052076	97.240891579
X	585078	607558	SHOX	2/6	3763	-4.123	0.424239364	97.988787939	98.297064481
9	127255411	127269709	NR5A1	4/7	1089	-4.087	0.428389185	97.993576194	97.522440954
7	73472021	73484237	ELN	23/33	1985	-3.996	0.439910016	98.216737881	98.582299361
X	153170188	153171178	AVPR2	2/4	430	-3.992	0.440345312	97.034242115	97.243967670
X	25028408	25034065	ARX	2/5	1301	-3.990	0.440722568	97.073418744	93.800138830
16	2153893	2156258	PKD1	22/46	633	-3.970	0.443044146	97.268982673	97.110360854
X	7243535	7272851	STS	9/10	5052	-3.951	0.445626902	97.643337129	98.015660205
X	14871271	14891184	FANCB	5/10	1489	-3.939	0.447339065	99.009527756	99.191220256
X	25025489	25034065	ARX	3/5	1401	-3.913	0.450821432	97.185609002	94.981734985
X	13780556	13787472	OFD1	19/23	809	-3.822	0.463503052	97.864119199	98.277824403
X	2867731	2882311	ARSE	5/11	540	-3.817	0.464431684	97.519597020	97.983303211
X	18643356	18671745	CDKL5	19/22	694	-3.809	0.465447374	97.972652972	98.345759580
16	2131787	2134674	TSC2	32/42	653	-3.802	0.466346985	97.848216390	97.953877209
5	149772342	149776243	TCOF1	23/26	594	-3.793	0.467826991	97.699635396	97.894618930
13	32918787	32954035	BRCA2	13/28	2180	-3.774	0.470525826	99.650544468	99.743813865
X	54495302	54521907	FGD1	4/18	1155	-3.749	0.473921134	98.143840331	97.244490025
16	2164850	2166606	PKD1	10/46	532	-3.748	0.473950153	96.086457887	1.142071289
X	119580272	119603220	LAMP2	5/9	953	-3.743	0.474327410	98.280465198	98.573680502
X	54492279	54522561	FGD1	6/18	2049	-3.737	0.475372120	98.321237912	97.450588114
X	153006161	153010216	ABCD1	8/10	1501	-3.733	0.475981534	96.613165901	0.046518620
X	119576485	119603220	LAMP2	6/9	1099	-3.725	0.477200363	98.557168278	98.815066577
X	152991615	153010216	ABCD1	2/10	2381	-3.659	0.486051379	98.831259584	98.512942217
X	7252081	7272851	STS	10/10	4992	-3.657	0.486341576	97.462050905	97.823955899
11	2610078	2870339	KCNQ1	11/16	1757	-3.655	0.486660793	97.328676248	96.537134221
7	73450895	73470730	ELN	4/33	1154	-3.641	0.488518055	98.881811945	99.123343119
11	2790146	2870339	KCNQ1	13/16	1555	-3.592	0.496469460	96.534348327	1.356904315
11	44297200	44331716	ALX4	1/4	580	-3.564	0.501518892	96.553762523	0.240689602
10	43600630	43610096	RET	5/20	1200	-3.543	0.504624003	98.846349841	98.963531492
7	73449737	73470713	ELN	3/33	1156	-3.525	0.507584015	98.884539799	99.120905462
11	2683310	2870339	KCNQ1	12/16	1630	-3.504	0.510631086	96.865173196	95.121958297
X	14876060	14887095	FANCB	4/10	1245	-3.475	0.515506400	98.887499811	99.069308390
X	153002703	153010216	ABCD1	6/10	1785	-3.467	0.516696209	97.632077476	96.773238706
X	48334548	48344693	FTSJ1	2/13	1905	-3.446	0.520352694	98.648580413	98.622259522
X	18631387	18671745	CDKL5	17/22	913	-3.413	0.526185659	98.420021057	98.650321597
16	2155456	2156413	PKD1	20/46	412	-3.379	0.531496269	97.019906371	96.818132221
11	44289155	44331716	ALX4	2/4	901	-3.335	0.539041397	97.703001684	97.011867907
13	78475335	78493903	EDNRB	4/8	1236	-3.302	0.545512796	98.788600588	98.886832358
9	140513453	140730576	EHMT1	2/27	5122	-3.296	0.546180250	99.923445965	99.932790316
X	119562432	119603220	LAMP2	8/9	1347	-3.281	0.548966143	98.914343057	99.061792281
X	53225215	53227978	KDM5C	19/26	672	-3.267	0.551345761	97.637794362	96.712703559
X	8538730	8700227	KAL1	6/14	1028	-3.260	0.552738708	98.076746726	98.002456230
7	70246735	70257531	AUTS2	16/19	3195	-3.253	0.553870477	99.323637263	99.234488667
7	73459608	73474225	ELN	11/33	912	-3.238	0.556163035	98.513696730	98.821915232
X	119581870	119603220	LAMP2	4/9	767	-3.238	0.556308134	97.850625027	98.142331305
X	13781941	13787472	OFD1	20/23	723	-3.214	0.560167757	97.626476669	98.019722966
X	85119805	85302566	CHM	14/15	1836	-3.201	0.562460316	99.427150623	99.340991058
X	14877446	14891184	FANCB	3/10	1233	-3.200	0.562576394	98.651337287	98.848149064
17	7578536	7590856	TP53	4/11	588	-3.155	0.571775647	97.315007957	97.760547800
17	7577607	7579586	TP53	6/11	577	-3.135	0.575025857	97.777263161	98.180056948
10	43598075	43620341	RET	4/20	2343	-3.122	0.577521553	99.666070021	99.674195544
X	85128196	85302566	CHM	13/15	1674	-3.117	0.578479204	99.318210574	99.231006300
13	32899320	32906961	BRCA2	5/28	929	-3.109	0.579727052	98.526987764	98.786540187
X	8553408	8700227	KAL1	5/14	911	-3.091	0.583296478	97.787187907	97.664028193
X	148582565	148586877	IDS	2/9	635	-3.056	0.590261212	96.991641158	96.755623733
X	48759758	48760408	PQBP1	5/6	307	-3.053	0.590638469	96.414438822	89.168793813
16	2107150	2124255	TSC2	10/42	1605	-3.047	0.591392982	99.164115833	99.116204266
11	44286724	44331716	ALX4	3/4	1023	-3.041	0.592872988	98.017778645	97.418550337
22	51136092	51158743	SHANK3	13/23	1046	-2.967	0.608427560	97.879963969	97.437384139
7	156799326	156803345	MNX1	1/3	1001	-2.961	0.609617369	96.505908996	95.647766700
X	53224516	53226988	KDM5C	20/26	614	-2.958	0.610226783	97.512603267	96.639515812
X	18627644	18671745	CDKL5	16/22	1076	-2.947	0.612780519	98.700293564	98.882276261
11	2797261	2869819	KCNQ1	14/16	959	-2.945	0.613186795	96.409447430	93.669753205
2	45169957	45173216	SIX3	2/2	1604	-2.922	0.618526425	96.515224328	94.760836836
X	5821871	6146904	NLGN4X	4/6	1480	-2.916	0.619832312	98.490132713	98.775860928
X	2871299	2882311	ARSE	4/11	386	-2.915	0.620093490	97.002262378	97.447047707
11	2798255	2869889	KCNQ1	15/16	965	-2.877	0.627725678	96.173952359	43.000355201
X	148579830	148586877	IDS	4/9	730	-2.856	0.632600992	97.328908406	97.133779773
11	2799255	2870339	KCNQ1	16/16	1357	-2.720	0.664319551	95.409543775	0.005891004
3	128200785	128212028	GATA2	3/6	1356	-2.711	0.666263873	98.434066604	98.109742154
9	140605466	140730576	EHMT1	3/27	5025	-2.690	0.670674871	99.921588702	99.932355020
8	61769433	61779465	CHD7	35/38	2378	-2.683	0.672387035	99.030625096	98.626032087
X	148564736	148586877	IDS	8/9	1412	-2.635	0.683733748	98.828879966	98.814254025
X	18668673	18671745	CDKL5	22/22	235	-2.633	0.684430221	96.372360221	96.784324241
8	61775181	61779465	CHD7	38/38	1923	-2.616	0.688928278	98.461258086	98.249385072
2	50848371	51256240	NRXN1	7/24	2085	-2.613	0.689508673	98.681430742	97.848854824
X	119582965	119603220	LAMP2	3/9	615	-2.609	0.690321225	97.408654611	97.667481541
X	19369512	19379823	PDHA1	7/12	2828	-2.590	0.694964381	99.174301756	99.299231674
X	152954215	152960569	SLC6A8	2/13	1635	-2.568	0.700536168	99.142844374	98.693822165
16	2161871	2164197	PKD1	14/46	475	-2.567	0.700797346	97.023882073	96.771787720
16	2098728	2120518	TSC2	3/42	1682	-2.565	0.701464800	99.200100292	99.143802025
X	54476716	54522599	FGD1	12/18	2780	-2.556	0.703757358	99.204627369	98.510475540
X	48337483	48344693	FTSJ1	6/13	1238	-2.550	0.705237364	97.881531034	97.847084620
16	29823511	29825051	PRRT2	2/3	876	-2.538	0.708255415	98.117867677	98.356641977
7	70242131	70258054	AUTS2	15/19	3883	-2.534	0.709416204	99.438555375	99.353962876
8	61773667	61778413	CHD7	36/38	1106	-2.531	0.710112678	98.616832834	98.252316064
X	148578028	148586877	IDS	5/9	943	-2.516	0.713624065	97.944010503	97.808720544
20	62055544	62103991	KCNQ2	10/17	1418	-2.498	0.718006043	98.402057847	98.296106830
20	62051019	62103991	KCNQ2	11/17	1440	-2.496	0.718557418	98.414913585	98.305364122
16	2133804	2134639	TSC2	34/42	426	-2.493	0.719428010	97.226468775	97.347510050
16	2124389	2133787	TSC2	23/42	1443	-2.485	0.721546450	99.169078206	99.228713741
20	62046471	62103991	KCNQ2	12/17	1497	-2.485	0.721604489	98.513174375	98.394831935
X	153008723	153009110	ABCD1	10/10	247	-2.479	0.723432732	96.039242794	0.013523192
13	78492754	78493903	EDNRB	1/8	379	-2.475	0.724361363	96.575208100	96.581679499
16	2142566	2143837	PKD1	38/46	392	-2.438	0.734576306	97.009430250	96.876084612
20	50405676	50407444	SALL4	2/4	890	-2.430	0.736926904	98.477741290	98.755953397
X	18622953	18671745	CDKL5	14/22	1275	-2.399	0.744443013	98.977402920	99.107498349
8	61761698	61766044	CHD7	26/38	1378	-2.323	0.765975649	98.994408479	98.902415950
X	2873543	2882311	ARSE	3/11	291	-2.316	0.768268207	96.615023164	97.048258642
16	3808952	3817720	CREBBP	16/31	8769	-2.295	0.774362350	96.469576300	96.813227887
X	5827265	6146904	NLGN4X	3/6	1272	-2.282	0.778396091	98.061627449	98.357251391
X	85134059	85302566	CHM	12/15	1562	-2.276	0.779963157	99.241192223	99.174417835
10	43572474	43625799	RET	2/20	5679	-2.271	0.781675320	99.873154781	99.876404990
X	54482192	54522599	FGD1	8/18	2612	-2.262	0.784403175	99.074531941	98.441988989
X	153001964	153008986	ABCD1	5/10	652	-2.254	0.786782792	97.734110830	97.311061275
X	148568571	148586877	IDS	7/9	1282	-2.162	0.816063695	98.630907400	98.573535403
X	153596370	153602994	FLNA	2/48	701	-2.153	0.819052727	97.218314233	95.971423696
X	85149264	85302566	CHM	11/15	1480	-2.149	0.820474693	99.168817028	99.089215922
X	48760071	48760419	PQBP1	6/6	218	-2.144	0.822302936	95.981609620	78.093734873
X	13785371	13787472	OFD1	21/23	563	-2.137	0.824218238	97.108764770	97.437035902
X	148571969	148586877	IDS	6/9	1098	-2.114	0.831792386	98.291637792	98.182378526
7	70251020	70255686	AUTS2	18/19	1183	-2.110	0.833678668	98.791125304	98.602555129
6	157520039	157528186	ARID1B	18/20	1807	-2.088	0.840498304	99.475874742	99.573816314
X	48340054	48344501	FTSJ1	10/13	776	-2.087	0.840962619	97.080383478	97.001043549
X	151999510	152038273	NSDHL	2/8	1937	-2.032	0.859912500	98.969886811	99.145572228
8	61757967	61777811	CHD7	24/38	3120	-2.017	0.866006642	99.813083949	99.699036429
11	2905301	2906451	CDKN1C	1/3	617	-2.003	0.870649798	95.358817295	94.240803359
16	2147499	2149707	PKD1	32/46	242	-1.990	0.875089816	96.317570979	95.631312516
16	2167042	2168049	PKD1	6/46	457	-1.973	0.880864741	95.942374951	90.301259572
X	85213980	85302566	CHM	5/15	740	-1.950	0.888874186	98.080461251	98.081331843
X	153005671	153008800	ABCD1	7/10	381	-1.949	0.889425560	96.876171671	96.210314075
20	62065255	62103991	KCNQ2	6/17	1207	-1.947	0.889976935	98.063049416	98.073989852
X	54494327	54497899	FGD1	5/18	906	-1.934	0.894794210	98.135047354	97.659210919
7	70236625	70256414	AUTS2	12/19	2396	-1.934	0.894997348	99.525179255	99.449321693
16	2110807	2122324	TSC2	12/42	1078	-1.925	0.898160498	98.543093712	98.517266156
X	79279656	79286948	TBX22	4/8	1456	-1.923	0.898827951	98.888660600	99.029725485
20	62070991	62103991	KCNQ2	5/17	1067	-1.896	0.909391131	97.704597769	97.683732587
X	153770662	153780202	IKBKG	2/10	9541	-1.874	0.917574694	96.964565755	97.234536259
7	156798524	156802799	MNX1	2/3	653	-1.853	0.925264921	96.846745670	96.546884849
X	5821411	5821676	NLGN4X	5/6	266	-1.851	0.926048454	96.484260281	96.017187803
5	149754718	149755081	TCOF1	11/26	190	-1.851	0.926193552	96.348331888	96.743493487
X	54497901	54522599	FGD1	1/18	1062	-1.842	0.929675919	95.160409434	0.003888643
15	67496479	67547074	AAGAB	7/10	835	-1.827	0.935392805	98.174049865	98.193347982
16	2126572	2132475	TSC2	26/42	1038	-1.821	0.937685363	98.682649571	98.791328442
16	2152958	2153266	PKD1	23/46	309	-1.812	0.941312829	95.533516042	96.053375400
20	62059777	62103991	KCNQ2	9/17	1344	-1.805	0.944069703	98.346978408	98.342915647
X	5947472	6146904	NLGN4X	2/6	1104	-1.792	0.949699530	97.623574696	97.910608799
7	73457486	73469090	ELN	9/33	738	-1.787	0.952224246	98.163921981	98.416538690
17	42927310	42928644	EFTUD2	28/28	1335	-1.785	0.952833660	96.459216258	96.712674539
16	2121616	2121784	TSC2	19/42	169	-1.775	0.956925441	95.285136213	95.761814220
8	61774893	61777699	CHD7	37/38	235	-1.759	0.963193702	96.108774056	85.202667957
X	48379545	48387104	EBP	2/5	1780	-1.749	0.967952937	97.901264447	97.818151954
X	119589417	119603220	LAMP2	2/9	390	-1.746	0.968881568	96.543344442	96.703185089
20	62062719	62103991	KCNQ2	8/17	1305	-1.738	0.972480014	98.277127929	98.289983668
X	8556005	8700227	KAL1	4/14	710	-1.736	0.973263547	97.247885333	97.120198541
16	2108845	2126508	TSC2	11/42	1829	-1.723	0.978574156	99.394010097	99.392414012
22	51142641	51154145	SHANK3	16/23	585	-1.720	0.979734945	97.174349349	96.818248300
20	62039875	62103991	KCNQ2	15/17	1968	-1.720	0.979792985	99.145862426	99.054044015
7	73462019	73469058	ELN	14/33	458	-1.717	0.980866715	97.426472722	97.735561816
16	2162421	2164186	PKD1	13/46	381	-1.708	0.984987516	96.725791455	96.542618949
X	53224240	53225156	KDM5C	21/26	252	-1.705	0.986206344	96.379528093	95.148482326
20	62073862	62103991	KCNQ2	4/17	892	-1.699	0.988121646	97.158214381	97.055919850
5	149753931	149754556	TCOF1	9/26	256	-1.689	0.993054999	96.567053558	96.870890081
9	140648733	140652331	EHMT1	9/27	3599	-1.682	0.995985992	95.748813383	96.334373400
X	25031041	25031200	ARX	2/5	160	-1.654	1.008754671	95.483195838	0.778018835
6	33415682	33421466	SYNGAP1	19/19	1960	-1.649	1.011134288	95.976008813	88.361581134
13	78469615	78472341	EDNRB	8/8	2727	-1.648	1.011627624	95.739207854	81.608778119
