16	1204035	1271768	CACNA1H	3/35	7572	-36.041	0.003975702	99.950115092	99.912940824
8	2836309	4851938	CSMD1	54/70	8445	-35.260	0.004236880	99.989872116	99.986708966
16	3634865	3658466	SLX4	12/15	4156	-35.230	0.004265900	99.931455409	99.972286162
Y	14930453	14972764	USP9Y	34/46	4176	-35.209	0.004294919	99.206832868	0.000464316
8	2857646	4851938	CSMD1	52/70	8089	-34.663	0.004527077	99.988014853	99.984416408
10	27306719	27389421	ANKRD26	29/34	4413	-34.324	0.004672176	99.941235056	99.972576360
8	2876171	4851938	CSMD1	51/70	7908	-34.084	0.004846294	99.986796025	99.982559145
2	73646437	73677838	ALMS1	4/23	3550	-33.937	0.004904334	99.898953317	99.960591213
10	27313474	27389421	ANKRD26	27/34	4180	-32.942	0.005397669	99.930991093	99.967904184
Y	14945729	14972764	USP9Y	35/46	3967	-32.472	0.005513748	99.090202593	0.000551375
1	957827	991496	AGRN	3/36	6860	-32.337	0.005571787	99.939087597	99.911083562
16	70843908	70986506	HYDIN	84/86	8357	-32.265	0.005600807	99.966598296	99.957660221
Y	14883087	14924795	USP9Y	17/46	2447	-32.083	0.005716886	99.073835467	0.000522355
6	160953677	161061766	LPA	38/40	5215	-32.031	0.005745906	99.910212970	99.957515122
3	47021172	47051193	NBEAL2	2/54	8881	-31.982	0.005832965	99.988624268	99.979163837
17	5425099	5487277	NLRP1	12/17	3540	-31.653	0.006036103	99.880090495	99.954874327
10	27318275	27389298	ANKRD26	25/34	3886	-31.641	0.006065123	99.921153406	99.963406126
8	2910168	4851938	CSMD1	49/70	7525	-31.001	0.006297280	99.984503467	99.979250896
1	196621301	196716634	CFH	2/22	3855	-30.922	0.006413359	99.915813777	99.966656336
1	207700225	207812754	CR1	13/47	6498	-30.804	0.006529438	99.901855289	99.944949581
1	970695	989312	AGRN	4/36	5361	-30.731	0.006558458	99.931194231	99.901594112
5	82789734	82878122	VCAN	6/15	11339	-30.626	0.006616497	99.996169396	99.997533323
8	2800123	3165904	CSMD1	68/70	6699	-30.565	0.006674537	99.977567752	99.974955977
5	82808214	82836816	VCAN	7/15	6956	-30.451	0.006732576	99.988159952	99.993905858
17	18012019	18067067	MYO15A	2/66	10100	-30.197	0.006790616	99.993325463	99.992280753
5	82767283	82877550	VCAN	2/15	12068	-30.189	0.006819635	99.996836850	99.998345876
19	50706901	50813588	MYH14	2/43	6725	-30.063	0.006877675	99.948577047	99.876840286
19	55435229	55477611	NLRP7	12/13	3492	-29.827	0.006935714	99.849880961	99.945704094
22	38093010	38130450	TRIOBP	3/24	4371	-29.708	0.007051793	99.927450687	99.962506515
8	2954544	4851938	CSMD1	46/70	7011	-29.638	0.007080813	99.981630514	99.974897938
13	32893426	32914555	BRCA2	4/28	5792	-29.433	0.007225912	99.977945009	99.988334070
1	207718771	207812754	CR1	23/47	5149	-29.231	0.007341990	99.896138403	99.943846832
8	2824267	3253717	CSMD1	57/70	6375	-29.106	0.007429050	99.973853228	99.970515959
15	89346673	89418585	ACAN	2/18	8858	-28.405	0.008067484	99.980672863	99.981949731
16	70954930	71264592	HYDIN	44/86	7545	-28.381	0.008096503	99.951682157	99.942018589
6	160969671	161087407	LPA	31/40	5146	-28.361	0.008154543	99.846920949	99.923010669
8	48752699	48872743	PRKDC	55/87	7441	-28.024	0.008386701	99.980701883	99.963115929
8	2967856	4851938	CSMD1	42/70	6474	-27.774	0.008560819	99.976261865	99.964741034
Y	14928222	14959008	USP9Y	33/46	2142	-27.723	0.008589839	98.866315412	0.000638434
8	2976108	4851938	CSMD1	41/70	6284	-27.093	0.009112194	99.973185774	99.959720621
19	55442029	55459187	NLRP7	10/13	2910	-26.850	0.009315332	99.788010907	99.921965959
1	196648910	196716634	CFH	7/22	3127	-26.668	0.009518470	99.842016616	99.938826419
19	50714015	50813802	MYH14	3/43	6515	-26.338	0.009750628	99.944224088	99.894600358
8	3000192	4851938	CSMD1	40/70	6076	-26.259	0.009808667	99.969616348	99.953017065
21	46876080	46933634	COL18A1	2/41	5287	-26.219	0.009837687	99.815492587	99.826549102
1	198608449	198726412	PTPRC	3/33	5004	-25.984	0.009953766	99.929975403	99.967672026
21	47832898	47858200	PCNT	30/47	3094	-25.822	0.010069845	99.833833053	99.922662432
8	3009028	4851938	CSMD1	39/70	5961	-25.768	0.010272983	99.967439868	99.948548027
10	16883042	17171830	CUBN	60/67	9794	-25.751	0.010302002	99.996517633	99.997736461
1	215824136	216596738	USH2A	64/72	14592	-25.697	0.010360042	99.999216467	99.999419605
8	6272403	6501144	MCPH1	4/14	2862	-25.544	0.010563180	99.688154032	99.875853615
11	48131622	48166427	PTPRJ	3/25	2679	-25.434	0.010621219	99.786995216	99.920485953
1	196654364	196716634	CFH	8/22	2942	-25.222	0.010911417	99.809804720	99.925796562
8	3019783	4851938	CSMD1	37/70	5779	-25.148	0.011056515	99.965205349	99.945558995
1	186266073	186278118	PRG4	3/13	3207	-24.901	0.011346713	99.871732814	99.946690765
8	6289105	6501144	MCPH1	5/14	2774	-24.883	0.011404752	99.659714701	99.862823759
8	6293679	6501144	MCPH1	6/14	2660	-24.849	0.011462791	99.616562370	99.848923310
17	5421200	5463084	NLRP1	14/17	3003	-24.819	0.011491811	99.832933442	99.932877375
8	3038729	4851938	CSMD1	36/70	5664	-24.733	0.011578870	99.963319067	99.940857800
Y	14949962	14968364	USP9Y	36/46	1852	-24.630	0.011723969	98.676497389	0.001131769
19	50735319	50813802	MYH14	11/43	5794	-24.484	0.011956127	99.912244351	99.834297369
16	70977839	71264592	HYDIN	40/86	6737	-24.372	0.012072206	99.924490675	99.897618409
19	42841357	42880349	MEGF8	9/41	6281	-24.256	0.012217304	99.967875164	99.916945546
6	160390418	160527583	IGF2R	2/48	8851	-24.176	0.012362403	99.990394471	99.994283114
8	133885462	134147141	TG	6/48	7820	-24.132	0.012391423	99.991961536	99.995037627
11	58874709	58893774	FAM111B	3/4	2399	-24.087	0.012478482	99.673876327	99.876288911
19	50721025	50812310	MYH14	4/43	5317	-23.970	0.012623581	99.924664793	99.856410399
19	42830566	42879913	MEGF8	2/41	7193	-23.871	0.012913778	99.979483054	99.951072743
1	207741303	207812754	CR1	28/47	3406	-23.745	0.013145936	99.844918588	99.915958876
8	6296604	6501144	MCPH1	7/14	2524	-23.719	0.013174955	99.558174682	99.821586729
21	47805896	47836045	PCNT	18/47	2765	-23.618	0.013291034	99.751504092	99.854175880
6	160412346	160527583	IGF2R	3/48	8710	-23.558	0.013407113	99.989639958	99.993963897
5	82779405	82835412	VCAN	3/15	6529	-23.445	0.013581231	99.985199940	99.991700359
6	160431805	160527583	IGF2R	5/48	8487	-23.291	0.013813389	99.988421130	99.993383503
1	197065287	197073826	ASPM	18/28	4275	-23.287	0.013842409	99.944949581	99.972315182
8	2949180	3265549	CSMD1	47/70	5235	-23.147	0.014016527	99.947097041	99.927305588
10	27329106	27389421	ANKRD26	20/34	2349	-23.087	0.014132606	99.643637773	99.839666018
11	48002112	48189670	PTPRJ	2/25	5147	-23.050	0.014219665	99.933051494	99.968368499
17	5440245	5486036	NLRP1	7/17	2491	-23.037	0.014277705	99.744278181	99.899678810
14	105155973	105185940	INF2	2/23	4695	-22.996	0.014364764	99.810240016	99.773559084
5	149743805	149775958	TCOF1	4/26	3623	-22.879	0.014654961	99.899417632	99.946864883
4	15972697	16085324	PROM1	26/28	2866	-22.846	0.014713001	99.673992406	99.796194469
13	111009897	111165374	COL4A2	5/48	5842	-22.807	0.014771040	99.949737836	99.961752002
22	37309669	37336491	CSF2RB	2/14	4877	-22.794	0.014829080	99.760993543	99.882121876
21	46888680	46933634	COL18A1	3/41	4751	-22.744	0.015003198	99.689343841	99.668333560
4	15982146	16085324	PROM1	23/28	2660	-22.735	0.015090257	99.648542107	99.782729317
22	38106572	38121462	TRIOBP	5/24	2650	-22.626	0.015322415	99.768045336	99.891959563
16	70908757	70993651	HYDIN	62/86	4607	-22.479	0.015467514	99.845847219	99.820164762
17	5456864	5487277	NLRP1	4/17	2374	-22.278	0.015844770	99.657073906	99.854814314
16	70989333	71264592	HYDIN	34/86	6451	-21.784	0.016686342	99.907717274	99.871326538
1	186270839	186277584	PRG4	5/13	2422	-21.699	0.016889480	99.725386340	99.887345426
8	48777316	48872743	PRKDC	41/87	5467	-21.670	0.016947520	99.947648416	99.900346263
16	48204867	48266182	ABCC11	25/29	4085	-21.635	0.017092618	99.919325164	99.958733951
6	160963836	161027512	LPA	34/40	2639	-21.613	0.017150658	99.772688492	99.899127435
10	27333118	27389421	ANKRD26	18/34	2171	-21.549	0.017237717	99.572104151	99.802143513
8	3047636	4851938	CSMD1	33/70	5229	-21.431	0.017527914	99.954061775	99.928785594
10	16919095	17171830	CUBN	56/67	9029	-21.418	0.017614973	99.995443903	99.996749791
1	169500255	169555826	F5	14/25	5193	-21.336	0.017876151	99.966569276	99.982036790
16	27325233	27376099	IL4R	3/11	3696	-21.287	0.018021249	99.759658635	99.899243514
17	5442900	5486010	NLRP1	6/17	2283	-21.162	0.018398506	99.684816764	99.870775163
5	82818109	82878122	VCAN	8/15	8085	-21.136	0.018456545	99.983255619	99.990655648
Y	14885814	14905038	USP9Y	18/46	1612	-21.044	0.018688703	98.391755844	0.000812552
1	5927946	6052531	NPHP4	23/30	3615	-21.040	0.018775762	99.837489538	99.849213507
16	70913510	70993647	HYDIN	59/86	4343	-20.962	0.018949881	99.813258068	99.792537984
5	149737351	149771615	TCOF1	2/26	3372	-20.935	0.019007920	99.867728092	99.928466377
11	48134526	48189670	PTPRJ	4/25	4450	-20.853	0.019269098	99.918860848	99.960388075
15	40886217	40955862	CASC5	2/27	8922	-20.812	0.019443216	99.987434459	99.991003885
19	42848980	42874455	MEGF8	13/41	4683	-20.712	0.019530275	99.914972205	99.742536997
22	38109416	38121378	TRIOBP	6/24	2364	-20.707	0.019559295	99.692158754	99.852521756
1	198666034	198718549	PTPRC	5/33	2674	-20.704	0.019588315	99.783657948	99.905308636
1	196659362	196716634	CFH	10/22	2572	-20.695	0.019646354	99.725734576	99.882499132
1	169505917	169521930	F5	13/25	3644	-20.674	0.019733413	99.912418469	99.958008458
19	41106016	41135725	LTBP4	5/34	4789	-20.649	0.019820472	99.915059264	99.844628391
8	2832141	3076845	CSMD1	55/70	3996	-20.606	0.019965571	99.878639509	99.861314733
Y	14848471	14890161	USP9Y	11/46	1707	-20.600	0.019994591	98.375040483	0.000696473
16	89341571	89349410	ANKRD11	9/13	3961	-20.458	0.020197729	99.886097578	99.926405977
7	158649268	158738880	WDR60	2/25	3794	-20.454	0.020255768	99.800460369	99.852144500
22	37319406	37334674	CSF2RB	4/14	2639	-20.425	0.020284788	99.715258455	99.863636311
4	104044245	104119566	CENPE	42/49	7058	-20.270	0.020749104	99.986941124	99.991119964
8	3015483	3267027	CSMD1	38/70	4215	-20.048	0.021532636	99.905569814	99.846630752
11	48142817	48168470	PTPRJ	5/25	2351	-20.003	0.021677735	99.706958814	99.876346951
21	47819708	47836393	PCNT	26/47	1778	-19.977	0.021735774	99.396244615	99.676894379
16	48212592	48266182	ABCC11	22/29	3636	-19.972	0.021764794	99.881831679	99.940915839
5	1255505	1295162	TERT	12/16	3125	-19.779	0.022345188	99.546595812	99.464847246
21	47838201	47865682	PCNT	32/47	3465	-19.758	0.022403228	99.834123250	99.913114942
1	198668827	198719651	PTPRC	6/33	2695	-19.720	0.022548327	99.787865808	99.903857650
16	27353578	27375495	IL4R	5/11	2623	-19.696	0.022664405	99.697498384	99.868975940
21	47783842	47831245	PCNT	15/47	2671	-19.658	0.022751465	99.752751941	99.867989270
10	27335449	27389421	ANKRD26	17/34	2001	-19.615	0.022925583	99.489775190	99.750227224
9	136298823	136324450	ADAMTS13	12/29	3144	-19.296	0.023825194	99.818423579	99.873038702
1	198672491	198697504	PTPRC	8/33	1118	-19.235	0.024028333	98.836773332	99.519955704
13	111092179	111165374	COL4A2	17/48	5052	-19.166	0.024289510	99.910619246	99.927798923
1	207680156	207753871	CR1	4/47	4759	-19.030	0.024811865	99.499903074	99.660788431
5	149740764	149769468	TCOF1	3/26	2929	-18.975	0.025044023	99.811749042	99.896370561
16	89337282	89349168	ANKRD11	11/13	3971	-18.933	0.025131082	99.886881111	99.923213807
10	16932515	17171193	CUBN	54/67	8485	-18.913	0.025160102	99.994079976	99.996198416
6	160966558	161022014	LPA	33/40	2265	-18.875	0.025276181	99.670219842	99.844744470
5	38846100	38935743	OSMR	2/18	5557	-18.848	0.025363240	99.849184488	99.929017752
19	50766674	50813089	MYH14	23/43	3484	-18.738	0.025827556	99.713807469	99.540327551
13	111077332	111154055	COL4A2	7/48	3489	-18.711	0.025972654	99.833281678	99.884501493
5	1260714	1295162	TERT	11/16	2914	-18.504	0.026901285	99.460029972	99.379471214
22	37322216	37335457	CSF2RB	5/14	3230	-18.494	0.026930305	99.653765658	99.825330273
16	89818627	89883054	FANCA	30/43	3046	-18.403	0.027220502	99.807367064	99.902348624
10	27326966	27382325	ANKRD26	21/34	1929	-18.349	0.027365601	99.513049010	99.750343303
Y	14903551	14949855	USP9Y	27/46	1417	-18.347	0.027394621	98.236761492	0.001567065
5	38869213	38935743	OSMR	3/18	5087	-18.330	0.027510700	99.836502868	99.923474984
10	27303632	27337829	ANKRD26	30/34	2815	-18.233	0.027626778	99.801185862	99.889463866
5	37115129	37187589	C5orf42	49/52	5192	-18.226	0.027684818	99.969297131	99.982268948
8	3063129	4851938	CSMD1	30/70	4911	-18.213	0.027713838	99.946632725	99.924229497
19	11328055	11373128	DOCK6	28/48	3603	-18.188	0.027829917	99.814709054	99.669900625
7	158664252	158738880	WDR60	4/25	3145	-18.187	0.027858936	99.755566854	99.816131021
17	78014061	78074412	CCDC40	4/20	3741	-18.176	0.027975015	99.820687117	99.895790166
8	2944804	3224586	CSMD1	48/70	4236	-18.155	0.028004035	99.896515660	99.863723370
8	48701785	48776082	PRKDC	75/87	5091	-18.106	0.028120114	99.954816288	99.946458607
Y	14832632	14869324	USP9Y	5/46	1428	-18.051	0.028207173	98.186325209	0.000928631
1	196684890	196716634	CFH	12/22	2212	-17.998	0.028323252	99.601878389	99.817727105
4	15989337	16077464	PROM1	19/28	2032	-17.987	0.028410311	99.493431675	99.681044199
6	160455543	160525959	IGF2R	11/48	6054	-17.969	0.028497370	99.981079139	99.988856425
21	47842021	47865682	PCNT	33/47	3307	-17.909	0.028700508	99.806119215	99.893439569
14	21756219	21819454	RPGRIP1	2/24	3880	-17.851	0.028961686	99.898459981	99.884820710
18	6966279	7040121	LAMA1	48/63	5581	-17.790	0.029222863	99.975594411	99.984706605
10	27337876	27389421	ANKRD26	16/34	1850	-17.780	0.029251883	99.397724621	99.687602657
13	111102789	111165374	COL4A2	21/48	4677	-17.503	0.030586790	99.888680334	99.908036491
14	21762936	21819454	RPGRIP1	3/24	3777	-17.497	0.030615810	99.889289748	99.872574386
7	158669371	158738817	WDR60	5/25	3008	-17.488	0.030731889	99.740708755	99.808237655
17	78143810	78183130	CARD14	4/23	4560	-17.469	0.030818948	99.744075043	99.707161952
19	54304643	54327397	NLRP12	6/10	2569	-17.467	0.030847968	99.764069633	99.889841123
1	196643073	196697614	CFH	4/22	2057	-17.456	0.030935027	99.594014043	99.809601582
1	196646779	196706109	CFH	6/22	1980	-17.389	0.031254244	99.559654688	99.793234457
5	38876468	38935743	OSMR	4/18	4914	-17.366	0.031341303	99.806554511	99.909632575
16	70884554	70952202	HYDIN	73/86	4560	-17.305	0.031689540	99.846224476	99.823560070
16	89828421	89883054	FANCA	28/43	2847	-17.293	0.031892678	99.765114344	99.877536759
8	2808787	3019770	CSMD1	64/70	4324	-17.257	0.032037777	99.922952629	99.935692289
18	67673698	67873181	RTTN	46/49	6777	-17.234	0.032153856	99.984213269	99.988247011
11	117222690	117283984	CEP164	6/33	5133	-17.177	0.032473073	99.930207561	99.955367663
7	131189263	131196185	PODXL	8/9	1384	-17.121	0.032647191	99.006422646	99.501557198
2	220300071	220357347	SPEG	2/41	9312	-17.119	0.032705230	99.987782696	99.983487776
4	114269456	114278919	ANK2	38/46	4752	-17.106	0.032763270	99.959836700	99.977132456
17	41209147	41277500	BRCA1	19/24	5513	-17.063	0.032995428	99.971183413	99.982994441
1	198673617	198717305	PTPRC	9/33	2260	-17.045	0.033111507	99.673702209	99.842974266
11	58910220	58922447	FAM111A	4/5	6129	-16.991	0.033488763	99.538586368	99.786879137
17	73911219	73936969	FBF1	22/29	2608	-16.930	0.033778960	99.608756064	99.524772979
1	215853716	216596738	USH2A	61/72	12517	-16.901	0.033924059	99.998549014	99.999042349
11	117214989	117283984	CEP164	5/33	5323	-16.828	0.034127197	99.939058577	99.960301016
11	117209380	117283984	CEP164	4/33	5436	-16.801	0.034359355	99.944108009	99.963173969
17	41203105	41277500	BRCA1	20/24	5622	-16.800	0.034388374	99.973214794	99.984068171
13	103510765	103528345	ERCC5	7/15	2994	-16.795	0.034475434	99.836938164	99.918947907
5	1268710	1295116	TERT	8/16	2527	-16.794	0.034504453	99.213188188	99.038750620
19	55447794	55451691	NLRP7	7/13	1642	-16.776	0.034678572	99.363278207	99.695873279
11	117198570	117283984	CEP164	3/33	5663	-16.749	0.034881710	99.947416258	99.965379468
10	27342313	27389421	ANKRD26	15/34	1752	-16.748	0.034910730	99.330689056	99.644247188
19	50771599	50813021	MYH14	25/43	3097	-16.641	0.035375045	99.690272472	99.569289237
11	65790511	65793988	CATSPER1	1/12	1377	-16.583	0.035665242	99.041072198	99.547582483
4	79166478	79391203	FRAS1	5/74	7069	-16.577	0.035694262	99.986157591	99.986912104
2	238234363	238289835	COL6A3	42/44	7752	-16.547	0.035897400	99.991874477	99.994544292
4	79158757	79396692	FRAS1	4/74	7633	-16.534	0.035984459	99.989407800	99.989930155
9	135164035	135230372	SETX	15/26	6308	-16.495	0.036245637	99.981891691	99.989204662
19	11315003	11358794	DOCK6	39/48	4373	-16.477	0.036274657	99.912969844	99.860444141
16	48221331	48266182	ABCC11	19/29	3083	-16.438	0.036448775	99.801418020	99.894948594
9	135187239	135230372	SETX	10/26	5472	-16.398	0.036535834	99.971125373	99.982849342
8	3072152	4495043	CSMD1	29/70	4640	-16.387	0.036622893	99.938362103	99.916452211
5	149749159	149767638	TCOF1	7/26	2413	-16.350	0.036884071	99.684613626	99.813606304
1	5937352	6052458	NPHP4	19/30	2830	-16.311	0.037116229	99.692884247	99.714416883
19	55446026	55451485	NLRP7	8/13	1604	-16.257	0.037319367	99.334316522	99.674979077
19	50730214	50784997	MYH14	9/43	3598	-16.229	0.037406426	99.729071845	99.512671753
11	117234216	117283984	CEP164	9/33	4750	-16.220	0.037435446	99.905076479	99.941380155
2	179519008	179540400	TTN	186/363	3817	-16.195	0.037638584	99.616823547	99.486641060
19	54299278	54314195	NLRP12	8/10	2222	-16.149	0.038015840	99.665721784	99.841117004
4	78979236	79399047	FRAS1	2/74	7912	-16.147	0.038044860	99.990742708	99.991061925
7	131191477	131241366	PODXL	5/9	1363	-16.139	0.038131919	98.625828948	99.257414250
Y	14837119	14872450	USP9Y	7/46	1414	-16.087	0.038335057	97.992328345	0.001073730
X	154134834	154251028	F8	14/26	5449	-16.029	0.038567215	99.971038314	99.982326987
8	1772141	1906799	ARHGEF10	2/29	5619	-16.013	0.038741333	99.934270322	99.962303377
1	207758215	207812754	CR1	34/47	1961	-15.968	0.039002511	99.503733678	99.680754002
8	48794651	48855781	PRKDC	37/87	3856	-15.874	0.039466826	99.882876389	99.809485503
17	17584786	17714767	RAI1	3/6	7668	-15.855	0.039553886	99.974346563	99.976581082
16	84183936	84211524	DNAAF1	4/12	1924	-15.824	0.039640945	99.526107886	99.773065748
4	114239774	114304896	ANK2	27/46	11266	-15.809	0.039698984	99.995589002	99.996604692
2	179522824	179542537	TTN	180/363	3711	-15.733	0.040105260	99.672541420	99.554837414
5	37125506	37249530	C5orf42	45/52	8912	-15.733	0.040163300	99.972634399	99.983516796
Y	14887425	14898723	USP9Y	19/46	1206	-15.690	0.040337418	97.939367347	0.001450986
2	1418270	1546498	TPO	3/17	2980	-15.632	0.040685655	99.746135443	99.852289598
16	89833642	89883054	FANCA	26/43	2565	-15.619	0.040714675	99.687892855	99.830379706
13	111111275	111160443	COL4A2	23/48	3192	-15.607	0.040830753	99.789868169	99.822602419
10	27350170	27389421	ANKRD26	12/34	1543	-15.586	0.041033892	99.153610692	99.543548741
21	47744191	47777091	PCNT	2/47	2103	-15.566	0.041120951	99.595116793	99.769090046
19	17937713	17955217	JAK3	23/24	3227	-15.553	0.041178990	99.802985085	99.765781797
21	46902727	46933634	COL18A1	15/41	3677	-15.540	0.041208010	99.264901339	99.087561798
6	51514001	51923178	PKHD1	61/67	9784	-15.539	0.041237030	99.996575672	99.997243126
5	1272382	1295162	TERT	6/16	2364	-15.534	0.041382128	99.004130087	98.722957969
8	133900802	134128947	TG	11/48	5135	-15.518	0.041498207	99.968078302	99.980672863
1	207749024	207789926	CR1	29/47	2146	-15.495	0.041672326	99.618593751	99.787488552
6	160471680	160527077	IGF2R	20/48	5777	-15.461	0.041933503	99.961868081	99.976552062
16	27351585	27374587	IL4R	4/11	1862	-15.461	0.041962523	99.508550952	99.762444529
17	76109704	76124778	TMC6	18/20	2457	-15.459	0.041991542	99.506403493	99.374247664
19	11333769	11373128	DOCK6	24/48	3005	-15.402	0.042252720	99.688444229	99.480837115
Y	14888784	14903541	USP9Y	20/46	1176	-15.378	0.042368799	97.907213491	0.001799223
2	73682421	73837046	ALMS1	10/23	5156	-15.362	0.042484878	99.961752002	99.973708129
13	103498691	103528345	ERCC5	2/15	3593	-15.351	0.042513898	99.903712551	99.947329199
15	86697791	87572283	AGBL1	4/24	3180	-15.320	0.042862134	99.802259592	99.813316107
2	238395810	238463961	MLPH	2/16	3839	-15.288	0.043152332	99.558058604	99.761544917
1	5940298	6052531	NPHP4	18/30	2771	-15.278	0.043297430	99.651269961	99.661339806
15	40903686	40916576	CASC5	9/27	3857	-15.272	0.043326450	99.919470262	99.946284488
15	86768179	87572283	AGBL1	6/24	3048	-15.271	0.043355470	99.775242228	99.788475222
15	86702244	87572283	AGBL1	5/24	3097	-15.264	0.043413509	99.785283053	99.798283890
4	5712923	5830772	EVC	2/24	7087	-15.250	0.043442529	99.825069096	99.891117991
17	78011982	78055495	CCDC40	3/20	1633	-15.244	0.043471548	99.312580747	99.604403105
15	86687073	87572283	AGBL1	3/24	3315	-15.230	0.043529588	99.825910668	99.834674625
1	182545517	182558391	RNASEL	5/7	2172	-15.227	0.043616647	99.560409201	99.785021875
Y	14953033	14968663	USP9Y	38/46	1149	-15.222	0.043645667	97.902222098	0.001828243
13	111099207	111155473	COL4A2	19/48	2834	-15.217	0.043674687	99.684149310	99.764737087
4	15471488	15603180	CC2D2A	2/37	5286	-15.166	0.043964884	99.927973042	99.904554124
8	1791592	1906799	ARHGEF10	3/29	5406	-15.162	0.043993904	99.930845995	99.959024148
16	84193400	84211524	DNAAF1	7/12	1400	-15.153	0.044080963	99.141248289	99.582783410
16	27367197	27376099	IL4R	9/11	2691	-15.146	0.044139002	99.466617449	99.734556573
8	48716036	48772271	PRKDC	70/87	3670	-15.141	0.044197042	99.876085773	99.836328749
16	27370288	27375298	IL4R	10/11	1806	-15.105	0.044516259	99.415165476	99.707916465
16	10971237	11023624	CIITA	2/20	9275	-15.098	0.044661357	99.883572862	99.928698535
4	15995679	16085324	PROM1	15/28	1962	-15.090	0.044806456	99.312638787	99.521725908
6	161012110	161060441	LPA	23/40	2887	-15.069	0.044893515	99.199694016	99.446187563
16	620017	634109	PIGQ	2/10	2856	-15.055	0.044980574	99.638007947	99.712646680
2	238402171	238463961	MLPH	3/16	3442	-15.054	0.045009594	99.494331287	99.722049071
8	48762059	48805701	PRKDC	53/87	3188	-15.033	0.045125673	99.792363866	99.685368138
1	215814069	216061962	USH2A	67/72	6798	-15.028	0.045154693	99.987144262	99.991787418
16	89807273	89842201	FANCA	37/43	1936	-15.027	0.045183712	99.424335709	99.661310786
1	215916668	216596738	USH2A	58/72	11844	-15.022	0.045212732	99.997939600	99.998781172
2	239155122	239171653	PER2	22/23	2583	-15.020	0.045241752	99.733163626	99.832672264
8	48691636	48740875	PRKDC	81/87	3097	-14.998	0.045415870	99.812822772	99.811574924
8	48707061	48767804	PRKDC	74/87	3745	-14.960	0.045706067	99.891205050	99.882615211
18	67698216	67873181	RTTN	40/49	5870	-14.950	0.045880186	99.975014017	99.980701883
1	207751503	207791494	CR1	30/47	2091	-14.899	0.046228422	99.595581108	99.771469663
16	23637717	23652631	PALB2	6/13	2747	-14.895	0.046286462	99.778347338	99.885256006
Y	14955054	14972764	USP9Y	40/46	2595	-14.864	0.046431560	97.851814836	0.001480006
4	15987655	16026927	PROM1	20/28	1634	-14.858	0.046489600	99.238290251	99.516560396
1	5947524	6052531	NPHP4	17/30	2590	-14.852	0.046518620	99.579649279	99.590473637
19	6686900	6720693	C3	27/41	3623	-14.848	0.046547639	99.900462342	99.940045248
1	215940122	216596738	USH2A	55/72	11390	-14.844	0.046576659	99.997504304	99.998519994
9	126118621	126141032	CRB2	2/13	5480	-14.827	0.046721758	99.827361654	99.812416496
