12	7510073	7596781	CD163L1	18/20	4365	-42.306	0.002147460	99.948170771	99.982239928
22	38097485	38171748	TRIOBP	4/24	8968	-42.278	0.002176479	99.981137179	99.985867394
17	74278176	74303761	QRICH2	7/19	3721	-42.277	0.002205499	99.908007471	99.972605379
18	56165307	56247588	ALPK2	11/13	5859	-42.116	0.002234519	99.979221877	99.991526240
X	9754495	9917483	SHROOM2	2/10	7457	-41.709	0.002263539	99.929511087	99.935547190
X	9841818	9917483	SHROOM2	3/10	7074	-41.400	0.002292558	99.922227136	99.928089121
14	104605623	104646127	KIF26A	3/15	5377	-41.083	0.002321578	99.812590614	99.582986548
5	5444427	5462967	KIAA0947	8/19	3115	-41.060	0.002350598	99.827071457	99.942192707
7	47855041	47947694	PKD1L1	46/57	5637	-40.603	0.002379617	99.976348924	99.989959175
10	134974037	135039916	KNDC1	2/30	6736	-40.598	0.002408637	99.947561356	99.955135505
11	576520	611719	PHRF1	2/18	5000	-40.518	0.002437657	99.950086073	99.970719097
7	47886662	47988088	PKD1L1	31/57	5050	-40.466	0.002466677	99.966801434	99.987260341
10	30306845	30348453	KIAA1462	3/4	4152	-40.232	0.002495696	99.934154243	99.974868918
5	140774803	140874373	PCDHGA8	2/4	99571	-39.992	0.002524716	99.999651763	99.999651763
19	56347943	56393216	NLRP4	2/10	3680	-39.964	0.002553736	99.858528839	99.960504154
Y	14869237	14928155	USP9Y	15/46	3188	-39.957	0.002582756	99.366876653	0.000348237
Y	14924940	14971385	USP9Y	32/46	3166	-39.938	0.002611775	99.370155882	0.000406276
1	207669711	207812754	CR1	2/47	7418	-39.911	0.002640795	99.948896264	99.972257143
19	4504955	4517716	PLIN4	4/6	3669	-39.826	0.002669815	99.886706992	99.950840585
10	27295879	27389421	ANKRD26	32/34	5164	-39.780	0.002698834	99.964102600	99.983313658
19	56511151	56573179	NLRP5	2/15	3843	-39.656	0.002727854	99.881715600	99.956441392
7	47842934	47925536	PKD1L1	52/57	4919	-39.575	0.002756874	99.961229647	99.983226599
19	8962388	9009638	MUC16	81/84	4267	-39.531	0.002785894	99.934357381	99.968136342
11	582066	611964	PHRF1	4/18	4951	-39.416	0.002814913	99.945675074	99.967120651
5	70766310	70863647	BDP1	8/39	9835	-39.415	0.002843933	99.987173281	99.993209384
9	79259822	79326203	PRUNE2	11/19	7579	-39.326	0.002872953	99.989756037	99.993296443
4	169300938	169401638	DDX60L	30/38	4411	-39.321	0.002901973	99.918077316	99.945762133
7	48232638	48314601	ABCA13	3/62	5202	-39.194	0.002930992	99.963812403	99.980150508
16	70917948	71264592	HYDIN	53/86	10063	-39.142	0.002960012	99.977828930	99.971328511
5	32061223	32110604	PDZD2	15/25	8461	-38.985	0.002989032	99.981978751	99.991961536
22	38111899	38170554	TRIOBP	7/24	7298	-38.864	0.003018051	99.976203825	99.981282277
9	79270401	79521003	PRUNE2	9/19	8427	-38.804	0.003047071	99.992861148	99.994834489
14	64319682	64693165	SYNE2	2/116	21991	-38.410	0.003076091	99.999622744	99.999622744
10	134981804	135039916	KNDC1	4/30	6452	-38.242	0.003105111	99.939000537	99.951159802
5	5457852	5463262	KIAA0947	13/19	2718	-38.178	0.003134130	99.776925372	99.930555797
9	138371647	138380515	PPP1R26	4/4	4712	-38.147	0.003163150	99.883456783	99.947039001
5	5454721	5462843	KIAA0947	12/19	2738	-38.024	0.003192170	99.784122264	99.933399730
14	64375941	64693165	SYNE2	3/116	21685	-38.016	0.003221190	99.999593724	99.999593724
4	169305960	169401638	DDX60L	29/38	4169	-37.995	0.003250209	99.899620770	99.931832665
7	138529204	138666064	KIAA1549	17/20	5376	-37.686	0.003279229	99.958646891	99.974346563
10	5726800	5805703	FAM208B	4/21	8647	-37.629	0.003308249	99.989727017	99.994196055
9	79244199	79325324	PRUNE2	15/19	7201	-37.574	0.003337268	99.987289360	99.991671339
7	138537008	138666064	KIAA1549	16/20	5320	-37.509	0.003366288	99.957399043	99.973417932
19	22469354	22499978	ZNF729	2/4	3736	-37.231	0.003395308	99.870630065	99.932442080
1	214776537	214837931	CENPF	2/20	10327	-37.153	0.003424328	99.995995278	99.997504304
5	32000350	32111022	PDZD2	6/25	10095	-37.151	0.003453347	99.990249372	99.995095666
X	49969415	50094909	CCNB3	3/13	4706	-37.121	0.003482367	99.943034279	99.976435983
5	32037439	32111037	PDZD2	8/25	9825	-37.037	0.003511387	99.988740347	99.994486252
7	47835730	47915755	PKD1L1	54/57	4521	-36.989	0.003540406	99.949766856	99.977915989
21	47801745	47845869	PCNT	17/47	4020	-36.911	0.003569426	99.919209085	99.961635923
9	79253195	79324909	PRUNE2	12/19	6463	-36.843	0.003598446	99.982530125	99.989494859
16	70934973	71264592	HYDIN	46/86	9185	-36.810	0.003627466	99.970370860	99.961345726
Y	14834080	14898246	USP9Y	6/46	2995	-36.612	0.003656485	99.255440908	0.000290197
7	138546200	138666064	KIAA1549	15/20	4996	-36.535	0.003685505	99.947474297	99.967584967
8	48719885	48872743	PRKDC	69/87	9683	-36.527	0.003714525	99.992948207	99.986476808
1	207684987	207812754	CR1	5/47	7039	-36.454	0.003743545	99.933806007	99.962825732
5	31799830	32111037	PDZD2	3/25	10865	-36.363	0.003772564	99.993180365	99.996372534
6	12015898	12165232	HIVEP1	4/9	8666	-36.316	0.003801584	99.992832128	99.995530962
12	7522246	7593801	CD163L1	14/20	3687	-36.301	0.003830604	99.914798087	99.971241452
19	40368869	40408015	FCGBP	24/36	7793	-36.213	0.003859623	99.725995754	99.517401968
14	104618790	104646127	KIF26A	4/15	4935	-36.164	0.003888643	99.742856214	99.477064550
1	228529911	228566577	OBSCN	87/116	5887	-36.099	0.003917663	99.925187148	99.888390137
19	17186590	17324104	MYO9B	2/40	7663	-36.094	0.003946683	99.971009294	99.957370024
16	1204035	1271768	CACNA1H	3/35	7572	-36.041	0.003975702	99.950115092	99.912940824
3	122405950	122447568	PARP14	4/17	5200	-35.945	0.004004722	99.962970831	99.977567752
5	31983760	32111037	PDZD2	4/25	10363	-35.900	0.004033742	99.991178004	99.995589002
7	48321042	48685236	ABCA13	20/62	6520	-35.687	0.004062762	99.977654812	99.980208547
Y	15418120	15592553	UTY	19/28	4023	-35.669	0.004091781	99.223170974	0.000377256
X	50031864	50094909	CCNB3	5/13	4224	-35.539	0.004120801	99.933602869	99.972837537
19	56515454	56573179	NLRP5	3/15	3467	-35.410	0.004149821	99.834761684	99.937433472
11	592670	611691	PHRF1	7/18	4258	-35.384	0.004178840	99.921066347	99.952030394
19	22487582	22499978	ZNF729	4/4	3511	-35.287	0.004207860	99.841204063	99.915668678
8	2836309	4851938	CSMD1	54/70	8445	-35.260	0.004236880	99.989872116	99.986708966
16	3634865	3658466	SLX4	12/15	4156	-35.230	0.004265900	99.931455409	99.972286162
Y	14930453	14972764	USP9Y	34/46	4176	-35.209	0.004294919	99.206832868	0.000464316
Y	21872301	21906809	KDM5D	18/27	2834	-35.151	0.004323939	99.098734392	0.044777436
19	56297228	56343341	NLRP11	11/12	2949	-35.150	0.004352959	99.833687954	99.949244500
19	40384653	40424182	FCGBP	17/36	7347	-35.044	0.004381979	99.929104811	99.940074267
5	31639516	32111037	PDZD2	2/25	11729	-35.024	0.004410998	99.994486252	99.996720771
Y	16635625	16955606	NLGN4Y	2/6	5173	-35.016	0.004440018	99.181353550	94.859387823
7	48327674	48686467	ABCA13	21/62	7625	-34.774	0.004469038	99.976494023	99.978786581
19	56520212	56573179	NLRP5	4/15	3400	-34.765	0.004498057	99.823618110	99.932935415
8	2857646	4851938	CSMD1	52/70	8089	-34.663	0.004527077	99.988014853	99.984416408
X	50037980	50094909	CCNB3	6/13	4082	-34.638	0.004556097	99.925970681	99.970690077
7	138556107	138666064	KIAA1549	12/20	4408	-34.557	0.004585117	99.922459294	99.955251584
7	138579244	138666064	KIAA1549	9/20	3934	-34.464	0.004614136	99.895180752	99.943991930
5	32077693	32111037	PDZD2	20/25	7660	-34.439	0.004643156	99.963928481	99.984648565
10	27306719	27389421	ANKRD26	29/34	4413	-34.324	0.004672176	99.941235056	99.972576360
14	104624271	104646127	KIF26A	5/15	4746	-34.298	0.004701195	99.696859950	99.360144077
1	228540756	228566577	OBSCN	91/116	5355	-34.247	0.004730215	99.914652988	99.887780722
7	138583864	138666064	KIAA1549	8/20	3741	-34.235	0.004759235	99.877101463	99.934357381
19	56527143	56573179	NLRP5	5/15	3356	-34.190	0.004788255	99.819294171	99.932761297
X	50028226	50085295	CCNB3	4/13	3555	-34.114	0.004817274	99.899301553	99.960997489
8	2876171	4851938	CSMD1	51/70	7908	-34.084	0.004846294	99.986796025	99.982559145
14	105334826	105363107	CEP170B	4/19	6456	-34.016	0.004875314	99.834355408	99.659424504
2	73646437	73677838	ALMS1	4/23	3550	-33.937	0.004904334	99.898953317	99.960591213
19	17256293	17324104	MYO9B	4/40	6582	-33.911	0.004933353	99.949679796	99.922749491
19	17213365	17324104	MYO9B	3/40	6672	-33.907	0.004962373	99.952581769	99.927392647
4	169317263	169401638	DDX60L	26/38	3751	-33.790	0.004991393	99.859341392	99.900491362
9	96002216	96080553	WNK2	7/30	5663	-33.780	0.005020412	99.937897788	99.906469425
15	99646208	99675770	SYNM	3/5	6405	-33.746	0.005049432	99.920195755	99.959894740
1	228437934	228475540	OBSCN	16/116	6426	-33.739	0.005078452	99.976435983	99.974810878
15	99653919	99675770	SYNM	4/5	6274	-33.726	0.005107472	99.911780035	99.956702570
7	47898478	47988088	PKD1L1	26/57	4232	-33.632	0.005136491	99.944166049	99.977625792
9	139362946	139371827	SEC16A	2/30	3485	-33.537	0.005165511	99.884385414	99.946139390
11	587452	610287	PHRF1	5/18	3957	-33.528	0.005194531	99.903335295	99.944833502
21	43491492	43562522	UMODL1	2/22	4634	-33.475	0.005223551	99.938449163	99.970167722
19	18368909	18385319	KIAA1683	3/4	3404	-33.459	0.005252570	99.802201552	99.936185624
17	78234666	78286826	RNF213	2/68	2828	-33.445	0.005281590	99.779246950	99.924142438
9	95947890	96080553	WNK2	2/30	6489	-33.264	0.005310610	99.962883771	99.944166049
19	53837001	53858122	ZNF845	2/4	4315	-33.054	0.005339629	99.837373459	99.941931530
19	56531781	56573179	NLRP5	7/15	3235	-33.009	0.005368649	99.799676836	99.926812253
10	27313474	27389421	ANKRD26	27/34	4180	-32.942	0.005397669	99.930991093	99.967904184
5	66432486	66462968	MAST4	20/29	5484	-32.705	0.005426689	99.959720621	99.957631201
1	222794631	222823995	MIA3	3/28	3485	-32.596	0.005455708	99.892539957	99.955773939
19	53844573	53858122	ZNF845	3/4	4184	-32.488	0.005484728	99.826607141	99.937578571
Y	14945729	14972764	USP9Y	35/46	3967	-32.472	0.005513748	99.090202593	0.000551375
7	47906190	47988088	PKD1L1	24/57	3994	-32.418	0.005542768	99.933399730	99.973940287
1	957827	991496	AGRN	3/36	6860	-32.337	0.005571787	99.939087597	99.911083562
16	70843908	70986506	HYDIN	84/86	8357	-32.265	0.005600807	99.966598296	99.957660221
1	228497257	228554197	OBSCN	61/116	6300	-32.175	0.005629827	99.953452361	99.930729916
Y	2803517	2850546	ZFY	3/8	5247	-32.137	0.005658846	99.132397273	0.000580395
19	56220392	56249645	NLRP9	8/9	2775	-32.133	0.005687866	99.806148235	99.938100926
Y	14883087	14924795	USP9Y	17/46	2447	-32.083	0.005716886	99.073835467	0.000522355
6	160953677	161061766	LPA	38/40	5215	-32.031	0.005745906	99.910212970	99.957515122
18	14748629	14852421	ANKRD30B	2/36	3946	-32.010	0.005774925	99.684497547	99.702721934
19	9021180	9047450	MUC16	18/84	2977	-31.982	0.005803945	99.821180453	99.928060101
3	47021172	47051193	NBEAL2	2/54	8881	-31.982	0.005832965	99.988624268	99.979163837
X	9859144	9905288	SHROOM2	4/10	3262	-31.965	0.005861985	99.791174057	99.854117841
5	66449397	66465423	MAST4	27/29	6783	-31.927	0.005891004	99.914594948	99.921704781
19	53848851	53858122	ZNF845	4/4	4088	-31.797	0.005920024	99.810123937	99.931165212
14	104633379	104646127	KIF26A	6/15	4553	-31.777	0.005949044	99.664531976	99.381183378
7	48269551	48314080	ABCA13	8/62	4066	-31.758	0.005978063	99.923852241	99.956905708
Y	4925477	4972741	PCDH11Y	2/3	2876	-31.731	0.006007083	99.053347541	0.000783533
17	5425099	5487277	NLRP1	12/17	3540	-31.653	0.006036103	99.880090495	99.954874327
10	27318275	27389298	ANKRD26	25/34	3886	-31.641	0.006065123	99.921153406	99.963406126
17	78272317	78322061	RNF213	12/68	7736	-31.595	0.006094142	99.967120651	99.984996802
5	89854616	90460038	GPR98	2/90	19428	-31.426	0.006123162	99.999506665	99.999448625
10	37414931	37508713	ANKRD30A	2/36	3891	-31.380	0.006152182	99.887809742	99.951275881
19	17273913	17323099	MYO9B	11/40	4845	-31.295	0.006181201	99.920921249	99.889115630
11	601686	610651	PHRF1	11/18	3434	-31.147	0.006210221	99.844309174	99.908094530
7	51085261	51384496	COBL	12/13	3951	-31.127	0.006239241	99.915204363	99.964392797
5	66416923	66465423	MAST4	15/29	8694	-31.042	0.006268261	99.974433622	99.971270472
8	2910168	4851938	CSMD1	49/70	7525	-31.001	0.006297280	99.984503467	99.979250896
19	55476619	55512510	NLRP2	2/13	3589	-30.996	0.006326300	99.877275582	99.955077465
X	150732093	150845211	PASD1	2/16	3179	-30.994	0.006355320	99.666911593	99.891872504
19	56300749	56347803	NLRP11	9/12	2925	-30.977	0.006384340	99.767493961	99.926667154
1	196621301	196716634	CFH	2/22	3855	-30.922	0.006413359	99.915813777	99.966656336
4	13593575	13604312	BOD1L1	12/26	3912	-30.919	0.006442379	99.926464016	99.969355170
20	62298899	62330037	RTEL1-TNFRSF6B	8/37	4270	-30.864	0.006471399	99.921501643	99.942540944
19	42213949	42265156	CEA	3/3	51208	-30.836	0.006500418	99.882092856	99.952146473
1	207700225	207812754	CR1	13/47	6498	-30.804	0.006529438	99.901855289	99.944949581
1	970695	989312	AGRN	4/36	5361	-30.731	0.006558458	99.931194231	99.901594112
5	70800566	70849014	BDP1	17/39	4727	-30.627	0.006587478	99.956934728	99.977654812
5	82789734	82878122	VCAN	6/15	11339	-30.626	0.006616497	99.996169396	99.997533323
7	138597200	138666064	KIAA1549	2/20	2936	-30.620	0.006645517	99.759687655	99.897357232
8	2800123	3165904	CSMD1	68/70	6699	-30.565	0.006674537	99.977567752	99.974955977
X	118217079	118222605	KIAA1210	12/14	2268	-30.514	0.006703557	99.660237056	99.882383053
5	82808214	82836816	VCAN	7/15	6956	-30.451	0.006732576	99.988159952	99.993905858
X	150770052	150845211	PASD1	3/16	2906	-30.362	0.006761596	99.647439357	99.883950119
17	18012019	18067067	MYO15A	2/66	10100	-30.197	0.006790616	99.993325463	99.992280753
5	82767283	82877550	VCAN	2/15	12068	-30.189	0.006819635	99.996836850	99.998345876
3	122399914	122437288	PARP14	2/17	4120	-30.171	0.006848655	99.926812253	99.954119814
19	50706901	50813588	MYH14	2/43	6725	-30.063	0.006877675	99.948577047	99.876840286
Y	15438218	15592553	UTY	16/28	3580	-29.974	0.006906695	98.969480535	0.000493335
19	55435229	55477611	NLRP7	12/13	3492	-29.827	0.006935714	99.849880961	99.945704094
20	61929354	61962285	COL20A1	4/36	3931	-29.816	0.006964734	99.800576448	99.739228749
19	56459629	56499995	NLRP8	2/10	3512	-29.813	0.006993754	99.820629078	99.939784070
3	38081116	38164919	DLEC1	2/37	5921	-29.759	0.007022774	99.968629677	99.981340317
22	38093010	38130450	TRIOBP	3/24	4371	-29.708	0.007051793	99.927450687	99.962506515
8	2954544	4851938	CSMD1	46/70	7011	-29.638	0.007080813	99.981630514	99.974897938
22	26159353	26298677	MYO18B	4/44	4754	-29.596	0.007109833	99.928408338	99.923504004
19	44559331	44591471	ZNF223	5/11	3359	-29.579	0.007138852	99.878552450	99.951450000
19	17286549	17324043	MYO9B	15/40	5219	-29.539	0.007167872	99.883369724	99.846427614
20	62305432	62330037	RTEL1-TNFRSF6B	10/37	4055	-29.493	0.007196892	99.908791003	99.933776987
13	32893426	32914555	BRCA2	4/28	5792	-29.433	0.007225912	99.977945009	99.988334070
15	86087182	86288841	AKAP13	6/37	8762	-29.285	0.007254931	99.992425852	99.995763120
5	70786947	70820133	BDP1	12/39	4141	-29.272	0.007283951	99.935721308	99.968861835
19	57301304	57329967	ZIM2	8/12	28664	-29.250	0.007312971	99.946400567	99.976087746
1	207718771	207812754	CR1	23/47	5149	-29.231	0.007341990	99.896138403	99.943846832
19	56303810	56348128	NLRP11	8/12	3089	-29.178	0.007371010	99.727040464	99.912389449
22	26181446	26427007	MYO18B	12/44	5985	-29.123	0.007400030	99.955831978	99.945878212
8	2824267	3253717	CSMD1	57/70	6375	-29.106	0.007429050	99.973853228	99.970515959
5	66055683	66465423	MAST4	3/29	9934	-29.104	0.007458069	99.985722295	99.981978751
Y	15435595	15582018	UTY	17/28	2534	-29.079	0.007487089	98.953954982	0.000435296
5	66350315	66465423	MAST4	6/29	9683	-29.033	0.007516109	99.984184250	99.980005409
12	29580575	29650619	OVCH1	27/28	3361	-29.011	0.007545129	99.853102151	99.916336132
12	29586729	29650619	OVCH1	26/28	3308	-29.011	0.007545129	99.853102151	99.916336132
7	72349935	72421979	POM121	5/16	7027	-29.002	0.007603168	99.915436521	99.956847668
5	66084618	66465423	MAST4	5/29	9805	-28.992	0.007632188	99.984909743	99.980788942
15	86077098	86288841	AKAP13	5/37	8956	-28.969	0.007661207	99.993093305	99.995966258
10	129897510	129902399	MKI67	14/15	2013	-28.939	0.007690227	99.582986548	99.870920262
8	52233438	52722005	PXDNL	21/23	4288	-28.933	0.007719247	99.904060788	99.939464853
22	26194049	26427007	MYO18B	13/44	5842	-28.916	0.007748267	99.951566078	99.940277405
20	62312069	62330037	RTEL1-TNFRSF6B	14/37	3768	-28.890	0.007777286	99.883311685	99.916568290
X	150773203	150845211	PASD1	4/16	2818	-28.792	0.007806306	99.616736488	99.871355558
7	47832376	47884672	PKD1L1	55/57	3241	-28.753	0.007835326	99.860734338	99.937375433
X	150780187	150845211	PASD1	5/16	2762	-28.617	0.007864346	99.592563057	99.863375133
7	149412147	149431664	KRBA1	2/18	4035	-28.590	0.007893365	99.712443542	99.710847457
19	55481651	55512510	NLRP2	3/13	3177	-28.579	0.007922385	99.841465241	99.941757411
4	169322120	169383126	DDX60L	25/38	3040	-28.523	0.007951405	99.776606155	99.834500507
11	598493	609552	PHRF1	10/18	3084	-28.492	0.007980424	99.826433023	99.907978451
15	86064797	86288841	AKAP13	4/37	9250	-28.467	0.008009444	99.993760759	99.996343515
4	169327849	169401638	DDX60L	22/38	3231	-28.405	0.008038464	99.790071307	99.852463717
15	89346673	89418585	ACAN	2/18	8858	-28.405	0.008067484	99.980672863	99.981949731
16	70954930	71264592	HYDIN	44/86	7545	-28.381	0.008096503	99.951682157	99.942018589
19	56223950	56249698	NLRP9	6/9	2472	-28.374	0.008125523	99.738996591	99.913521219
6	160969671	161087407	LPA	31/40	5146	-28.361	0.008154543	99.846920949	99.923010669
1	214795618	214820740	CENPF	8/20	6772	-28.313	0.008183563	99.986650926	99.992454871
4	13584338	13603748	BOD1L1	17/26	3689	-28.275	0.008212582	99.902232546	99.954526090
3	151156370	151166194	IGSF10	5/6	4407	-28.188	0.008241602	99.950434309	99.977828930
5	70793235	70837334	BDP1	14/39	4155	-28.136	0.008270622	99.936388762	99.968223401
19	55485909	55512510	NLRP2	4/13	3122	-28.108	0.008299641	99.832353047	99.937926808
19	55693518	55720824	PTPRH	18/20	3105	-28.101	0.008328661	99.850055079	99.944485266
10	5784481	5791795	FAM208B	15/21	3664	-28.065	0.008357681	99.908558846	99.957253945
8	48752699	48872743	PRKDC	55/87	7441	-28.024	0.008386701	99.980701883	99.963115929
7	48356882	48687091	ABCA13	28/62	7208	-27.992	0.008415720	99.956354333	99.958153556
15	85923959	86288841	AKAP13	2/37	9505	-27.918	0.008444740	99.994196055	99.996459594
3	122414472	122437557	PARP14	6/17	3771	-27.889	0.008473760	99.904409025	99.942802121
16	57023409	57117436	NLRC5	3/49	6871	-27.858	0.008502780	99.976087746	99.987028183
19	44564984	44591471	ZNF223	7/11	3134	-27.849	0.008531799	99.851564105	99.940567603
8	2967856	4851938	CSMD1	42/70	6474	-27.774	0.008560819	99.976261865	99.964741034
Y	14928222	14959008	USP9Y	33/46	2142	-27.723	0.008589839	98.866315412	0.000638434
12	29592366	29650619	OVCH1	25/28	3184	-27.683	0.008618858	99.844744470	99.914565929
1	222791554	222803616	MIA3	2/28	2956	-27.566	0.008647878	99.823473011	99.927160490
1	222798167	222803639	MIA3	4/28	2754	-27.564	0.008676898	99.791667392	99.917583980
10	37425589	37521495	ANKRD30A	7/36	3695	-27.551	0.008705918	99.834384428	99.924258517
21	43510543	43563105	UMODL1	7/22	4353	-27.549	0.008734937	99.877943035	99.939406814
6	159636159	159693141	FNDC1	6/23	5728	-27.508	0.008763957	99.938304064	99.950289211
